id_x,object_id,first_name,last_name,birthplace,affiliation_name,id_y,degree_type,subject,institution,graduated_at,created_at,updated_at,recategorized_degree_type,name,market,funding_total_usd,status,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,country,age,success_metric_updated,Industry,degree_category
31906,p:36084,Jose E.,Gonzalez Modecir,Cuba,GRIN Publishing,3496,Other,Geographic Sciences and Geographic Information Systems,University of Havana,2004-01-01,2009-06-17 11:14:39,2009-06-17 17:45:23,Others,GRIN Publishing,Printing,0.0,operating,Munich,Munich,2.0,1998-03-01,1998-03,1998-Q1,1998.0,2008-07-01,2012-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany,16,Successful,Others,Other
89912,p:104069,Volkan,Ozcelik,Ankara,GROU.PS,17234,BS,Communication Engineering,Bogazici University,2003-01-01,2011-11-20 15:56:32,2012-05-11 10:04:37,BS,GROU.PS,Collaboration,5000000.0,operating,Istanbul,Istanbul,3.0,2005-01-01,2005-01,2005-Q1,2005.0,2008-06-01,2011-03-01,500000.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,Türkiye,9,Successful,Others,Bachelors in STEM
8142,p:9629,Mustafa,Sapcili,Istanbul,GROU.PS,55672,Other,Elektronics & Communications Engineering,Yildiz Technical University,,2013-07-25 11:04:46,2013-07-25 11:04:46,Others,GROU.PS,Collaboration,5000000.0,operating,Istanbul,Istanbul,3.0,2005-01-01,2005-01,2005-Q1,2005.0,2008-06-01,2011-03-01,500000.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,Türkiye,9,Successful,Others,Other
12249,p:14294,Serkan,Alp,Istanbul,GROU.PS,55647,MS,Information Management,Anadolu University,,2013-07-25 10:35:32,2013-07-25 10:35:32,MS,GROU.PS,Collaboration,5000000.0,operating,Istanbul,Istanbul,3.0,2005-01-01,2005-01,2005-Q1,2005.0,2008-06-01,2011-03-01,500000.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,Türkiye,9,Successful,Others,Masters in STEM
8072,p:9538,Emre,Sokullu,"Istanbul, Turkey",GROU.PS,55642,Other,,Bo?aziçi Üniversitesi,,2013-07-25 10:28:26,2013-07-25 10:28:26,Others,GROU.PS,Collaboration,5000000.0,operating,Istanbul,Istanbul,3.0,2005-01-01,2005-01,2005-Q1,2005.0,2008-06-01,2011-03-01,500000.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,Türkiye,9,Successful,Others,Other
16924,p:19464,David,Perry,Northern Ireland,Gaikai,22294,Other,,Queen's University Belfast,,2012-08-29 04:28:08,2012-08-29 09:14:19,Others,Gaikai,Games,45039999.0,acquired,Anaheim,Aliso Viejo,3.0,2008-11-01,2008-11,2008-Q4,2008.0,2010-01-05,2011-07-20,0.0,45039999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5039999.0,10000000.0,30000000.0,0.0,0.0,0.0,0.0,0.0,United States,6,Successful,Others,Other
97806,p:115535,Gilbert,F. Amelio,"New York City, New York, USA",Galectin Therapeutics,83223,PHD,Physics,Georgia Institute of Technology,,2013-09-21 11:48:56,2013-09-21 11:48:56,PHD,Galectin Therapeutics,Biotechnology,9514000.0,operating,Atlanta,Norcross,13.0,2000-12-01,2000-12,2000-Q4,2000.0,2009-02-12,2011-01-06,0.0,9025000.0,0.0,0.0,0.0,0.0,0.0,489000.0,0.0,0.0,0.0,0.0,0.0,0.0,6025000.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,14,Successful,Manufacturing,PhD
81826,p:92618,Jacob,Lyles,USA,Game Closure,13205,MS,Compter Science,"University of California, San Diego (UCSD)",2010-01-01,2011-05-12 20:53:44,2011-05-14 21:34:04,MS,Game Closure,Games,12000000.0,operating,SF Bay Area,Mountain View,2.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-08-31,2012-02-23,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,3,Potentially Successful,Others,Masters in STEM
104915,p:125471,Mike,Onorato,New York,GameChanger Media,18299,BE,Computer Science,Princeton University,2008-01-01,2012-02-12 22:22:23,2012-02-13 02:47:19,Others,GameChanger Media,Software,10632657.0,operating,New York City,New York,7.0,2009-01-01,2009-01,2009-Q1,2009.0,2009-01-31,2014-03-20,250000.0,10382657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2599527.0,6800000.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,5,Potentially Successful,Technology,Bachelors in STEM
33023,p:37264,Trapper,Markelz,"Anchorage, AK",GamerDNA,4807,BS,Information Technology,Rochester Institute of Technology,1999-01-01,2009-11-12 13:35:37,2009-11-12 16:05:46,BS,GamerDNA,Games,3000000.0,acquired,Boston,Cambridge,2.0,2006-10-01,2006-10,2006-Q4,2006.0,2007-07-01,2008-04-18,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,8,Successful,Others,Bachelors in STEM
82448,p:93581,Bhavin,Shah,India,Gazillion Entertainment,13355,MS,Education,Stanford University,2000-01-01,2011-05-20 05:28:20,2011-05-23 14:47:34,MS,Gazillion Entertainment,Games,103000000.0,operating,SF Bay Area,San Mateo,4.0,2005-01-01,2005-01,2005-Q1,2005.0,2010-11-05,2013-04-01,0.0,87000000.0,0.0,0.0,0.0,0.0,0.0,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,60000000.0,0.0,0.0,0.0,0.0,0.0,United States,9,Successful,Others,Masters in STEM
92250,p:107694,Dayne,Myers,"Salem, OH",Gehry Technologies,15916,Other,Law,Harvard University,1988-01-01,2011-08-30 20:09:36,2011-09-11 20:14:15,Others,Gehry Technologies,Consulting,24699999.0,operating,Los Angeles,Los Angeles,3.0,2002-01-01,2002-01,2002-Q1,2002.0,2010-12-31,2011-12-06,0.0,10500000.0,0.0,14199999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500000.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,12,Successful,Services,Other
91989,p:107322,Matthew,Fong,"Miami, FL",Genability,15840,BS,Computer Science,Georgia Institute of Technology,2004-01-01,2011-08-28 04:03:16,2011-08-31 01:02:33,BS,Genability,Energy Management,0.0,operating,SF Bay Area,San Francisco,1.0,2010-11-01,2010-11,2010-Q4,2010.0,2014-02-05,2014-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,4,Potentially Successful,Services,Bachelors in STEM
133542,p:164571,Courtney,Boyd Myers,United States,General Assembly,23983,Other,English Literature,James Madison University,2007-01-01,2012-12-03 17:36:33,2012-12-05 08:04:27,Others,General Assembly,Startups,49500000.0,operating,New York City,New York,4.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-01-24,2014-03-07,4500000.0,44800000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,9800000.0,35000000.0,0.0,0.0,0.0,0.0,0.0,United States,3,Potentially Successful,Services,Other
119625,p:147678,Greg,Artzt,New York,General Sentiment,21219,Other,computer science,Cornell University,2001-01-01,2012-07-12 21:42:21,2012-07-12 22:16:38,Others,General Sentiment,Software,2198512.0,operating,NY - Other,Brownville,2.0,2009-01-01,2009-01,2009-Q1,2009.0,2008-12-29,2013-09-19,2198512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,5,Potentially Successful,Technology,Other
5166,p:6198,Florian,Brody,"Vienna, Austria",GenieTown,95372,MS,Computer Science and Linguistics,University of Vienna,,2013-10-31 06:50:54,2013-10-31 06:50:54,MS,GenieTown,Curated Web,2000000.0,closed,SF Bay Area,Palo Alto,1.0,2006-10-01,2006-10,2006-Q4,2006.0,2007-10-01,2007-10-01,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,8,Unsuccessful,Technology,Masters in STEM
4095,p:4913,Albert,Armengol,Barcelona,Genoom,1577,Other,Medicine and Surgery,UAB,1999-01-01,2008-08-30 11:58:58,2013-09-02 05:28:18,Others,Genoom,Social Media,80000.0,operating,Barcelona,Barcelona,1.0,2007-03-01,2007-03,2007-Q1,2007.0,2007-03-01,2007-03-01,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spain,7,Successful,Others,Other
75995,p:84989,Robert,Matuszewski,California,Get10,11666,Other,Architecture and Environmental Design,University of Texas,1983-01-01,2011-03-04 20:46:57,2011-10-07 00:37:52,Others,Get10,Trading,285000.0,operating,Denver,Centennial,1.0,2008-03-10,2008-03,2008-Q1,2008.0,2011-09-15,2011-09-15,0.0,285000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,6,Successful,Finance and Banking,Other
160476,p:195643,Adi,Vaxman,Israel,GetTaxi,41492,Other,Business Administration,Cornell University,,2013-06-04 04:06:52,2013-06-04 14:47:34,Others,GetTaxi,Transportation,50000000.0,operating,Tel Aviv,Tel Aviv,5.0,2010-03-01,2010-03,2010-Q1,2010.0,2010-02-07,2014-08-13,2000000.0,48000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,20000000.0,21000000.0,0.0,0.0,0.0,0.0,0.0,Israel,4,Potentially Successful,Transportation,Other
77098,p:86416,Jessica,Scorpio,"St. Catharines, Ontario, Canada",Getaround,11962,Other,"Policy, Law and Ethics / Exponential Tech",Singularity University,2009-01-01,2011-03-20 04:26:56,2011-03-24 02:16:53,Others,Getaround,Mobile,43025000.0,operating,SF Bay Area,San Francisco,6.0,2009-09-10,2009-09,2009-Q3,2009.0,2011-01-23,2014-11-20,3400000.0,37900000.0,0.0,0.0,0.0,0.0,0.0,1725000.0,0.0,0.0,0.0,0.0,0.0,13900000.0,24000000.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,5,Potentially Successful,Technology,Other
33718,p:38046,Geoffroy,Simon,LiÃ¨ge,Getyoo,5524,BS,Political Science,ULB,2002-01-01,2010-01-14 09:23:18,2010-01-15 00:48:07,BS,Getyoo,Internet,1554158.0,operating,Brussels,Brussels,3.0,2009-04-01,2009-04,2009-Q2,2009.0,2009-04-01,2011-07-14,1554158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgium,5,Potentially Successful,Others,Bachelors in STEM
64599,p:72048,Sebastian,Diemer,Munich,Gigalocal,11574,MS,Management / Economics,London School of Economics,,2011-02-28 11:07:26,2012-03-25 17:22:04,MS,Gigalocal,E-Commerce,1000000.0,closed,Hamburg,Hamburg,1.0,2011-03-15,2011-03,2011-Q1,2011.0,2011-05-19,2011-05-19,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Germany,3,Unsuccessful,Technology,Masters in STEM
106262,p:127382,Emir,Turan,"Istanbul, TUR",Giggem,28582,Other,Law,Bilgi University,2003-01-01,2013-04-17 11:21:52,2013-04-17 11:21:52,Others,Giggem,Match-Making,600000.0,operating,Istanbul,Istanbul,2.0,2012-07-01,2012-07,2012-Q3,2012.0,2011-06-22,2013-04-01,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Türkiye,2,Potentially Successful,Technology,Other
70798,p:78990,Jon,Buch,"Philadelphia, Pa",Gigya,10912,Other,,Temple University,2004-01-01,2011-01-14 20:18:06,2011-01-17 23:10:17,Others,Gigya,Identity Management,104800000.0,operating,SF Bay Area,Mountain View,7.0,2006-06-01,2006-06,2006-Q2,2006.0,2007-02-01,2014-11-04,0.0,104800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,9500000.0,17000000.0,15300000.0,25000000.0,35000000.0,0.0,0.0,United States,8,Successful,Technology,Other
42604,p:47744,Itamar,Novick,Israel,Gigya,5147,BS,Computer Science,MTA,2005-01-01,2009-12-13 15:02:56,2010-12-11 07:19:30,BS,Gigya,Identity Management,104800000.0,operating,SF Bay Area,Mountain View,7.0,2006-06-01,2006-06,2006-Q2,2006.0,2007-02-01,2014-11-04,0.0,104800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,9500000.0,17000000.0,15300000.0,25000000.0,35000000.0,0.0,0.0,United States,8,Successful,Technology,Bachelors in STEM
176283,p:213579,Henry,Tseng,New Jersey,Gigzolo,90375,BS,Electrical and Computer Engineering,"Rutgers, The State University",2004-01-01,2013-10-15 19:53:37,2013-10-15 21:55:03,BS,Gigzolo,Photography,40000.0,operating,New York City,New York,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-06-03,2013-06-03,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,2,Potentially Successful,Others,Bachelors in STEM
69809,p:77850,Chris,Ventry,"Santa Cruz, CA",Gilt Groupe,21544,MS,Economic and Medical History,University of Oxford,1995-01-01,2012-07-23 18:58:50,2012-07-24 08:26:32,MS,Gilt Groupe,Shopping,236000000.0,operating,New York City,New York,6.0,2007-01-01,2007-01,2007-Q1,2007.0,2007-11-01,2011-07-19,0.0,221000000.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,43000000.0,35000000.0,0.0,138000000.0,0.0,0.0,0.0,United States,7,Successful,Retail,Masters in STEM
96988,p:114469,Yonatan,Feldman,"Tel Aviv, Israel",Gilt Groupe,16779,BS,Computer Science,Georgia Institute of Technology,1998-01-01,2011-10-26 05:03:45,2011-10-31 03:08:10,BS,Gilt Groupe,Shopping,236000000.0,operating,New York City,New York,6.0,2007-01-01,2007-01,2007-Q1,2007.0,2007-11-01,2011-07-19,0.0,221000000.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,43000000.0,35000000.0,0.0,138000000.0,0.0,0.0,0.0,United States,7,Successful,Retail,Bachelors in STEM
134105,p:165257,Jonathan,Baxter,"Valley Stream, NY",Gilt Groupe,24141,BS,Information Science,Cornell University,2009-01-01,2012-12-09 20:18:41,2012-12-13 05:54:17,BS,Gilt Groupe,Shopping,236000000.0,operating,New York City,New York,6.0,2007-01-01,2007-01,2007-Q1,2007.0,2007-11-01,2011-07-19,0.0,221000000.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,43000000.0,35000000.0,0.0,138000000.0,0.0,0.0,0.0,United States,7,Successful,Retail,Bachelors in STEM
61883,p:69073,Danish,Khan,California,GitHub,9102,Other,Cognitive Science,"University of California, Berkeley",2009-01-01,2010-09-14 20:48:17,2010-09-23 03:07:06,Others,GitHub,Services,100000000.0,operating,SF Bay Area,San Francisco,1.0,2008-02-29,2008-02,2008-Q1,2008.0,2012-07-09,2012-07-09,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,6,Successful,Services,Other
78972,p:88768,David,Erasmus,Johannesburg,Givey,40365,Other,,Therfield,,2013-05-29 21:56:36,2013-05-29 21:56:36,Others,Givey,Mobile,1041510.0,operating,GBR - Other,Langley-on-tyne,1.0,2011-05-23,2011-05,2011-Q2,2011.0,2012-12-01,2012-12-01,1041510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,3,Potentially Successful,Technology,Other
4911,p:5912,Jeff,Bonforte,"Pueblo, Co",Gizmo5,688,Other,Classical Civilizations,"University of California, Los Angeles (UCLA)",1993-01-01,2008-05-01 04:53:04,2008-05-01 04:53:04,Others,Gizmo5,Public Relations,6000000.0,acquired,San Diego,San Diego,1.0,2003-04-01,2003-04,2003-Q2,2003.0,2006-02-01,2006-02-01,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,11,Successful,Others,Other
7015,p:8294,Ron,Lussier,"Woonsocket, RI",Glassdoor,17985,BS,Computer Science / Art,University of Massachusetts,1985-01-01,2012-01-16 18:01:27,2012-01-17 00:37:15,BS,Glassdoor,Recruiting,91500000.0,operating,SF Bay Area,Sausalito,5.0,2007-06-01,2007-06,2007-Q2,2007.0,2008-03-27,2013-12-05,0.0,91500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,6500000.0,12000000.0,20000000.0,0.0,50000000.0,0.0,0.0,United States,7,Successful,Services,Bachelors in STEM
143508,p:176819,Roger,Planes,Barcelona,Glipho,64795,Other,Computer Science,"Universitat Autònoma de Barcelona ,",2008-01-01,2013-08-16 10:48:27,2013-08-16 10:48:27,Others,Glipho,Curated Web,650000.0,operating,London,London,2.0,2012-04-08,2012-04,2012-Q2,2012.0,2012-04-14,2013-05-14,650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United Kingdom,2,Potentially Successful,Technology,Other
59151,p:66094,Alvin,Crespo,"Buffalo, NY",Global Fitness Media,8484,BS,New Media Interactive Development,Rochester Institute of Technology,2010-01-01,2010-08-12 15:32:08,2010-08-12 16:07:26,BS,Global Fitness Media,Fitness,3200000.0,operating,Los Angeles,Los Angeles,2.0,2007-01-01,2007-01,2007-Q1,2007.0,2009-01-01,2011-01-04,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,7,Successful,Healthcare,Bachelors in STEM
4418,p:5296,Vivian,Llodra,"Queens, NY",Global Grind,4043,BS,Broadcast & Print,"University of Maryland, College Park",1993-01-01,2009-08-12 15:46:39,2009-08-12 18:15:47,BS,Global Grind,Music,7100000.0,operating,New York City,New York,3.0,2007-01-01,2007-01,2007-Q1,2007.0,2006-09-01,2009-10-07,0.0,7100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,7,Successful,Others,Bachelors in STEM
48109,p:53662,Ian,Corbin,"Astoria, Oregon",Global Grind,33862,Other,Graphic Design,Art Institute of Seattle,,2013-05-07 10:28:41,2013-05-07 10:28:41,Others,Global Grind,Music,7100000.0,operating,New York City,New York,3.0,2007-01-01,2007-01,2007-Q1,2007.0,2006-09-01,2009-10-07,0.0,7100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,7,Successful,Others,Other
85089,p:97300,Vishesh,Dahinwal,India,GlobalLogic,13892,"DUAL (B.TECH, M.TECH)",Computer Science,Indian Institute of Technology Delhi,2006-01-01,2011-06-20 08:39:05,2011-06-21 15:51:38,Others,GlobalLogic,Software,12500000.0,operating,"Washington, D.C.",Vienna,1.0,1998-01-01,1998-01,1998-Q1,1998.0,2006-03-30,2006-03-30,0.0,12500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500000.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,16,Successful,Technology,Bachelors in STEM
130281,p:160627,Javier,Gagliardo,United States,Globant,23273,Other,Systems and Computer Science,Pontificia Universidad Católica Argentina 'Santa María de los Bu,1993-01-01,2012-10-30 13:55:40,2012-11-04 00:32:56,Others,Globant,Content,28000000.0,operating,Buenos Aires,Buenos Aires,2.0,2003-01-01,2003-01,2003-Q1,2003.0,2008-12-02,2011-03-22,0.0,28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,Argentina,11,Successful,Others,Other
104604,p:125031,Martin,Migoya,"Buenos Aires, Argentina",Globant,18244,Other,Electronic Engineering,La Plata University,,2012-02-08 19:49:46,2012-02-08 23:15:22,Others,Globant,Content,28000000.0,operating,Buenos Aires,Buenos Aires,2.0,2003-01-01,2003-01,2003-Q1,2003.0,2008-12-02,2011-03-22,0.0,28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,Argentina,11,Successful,Others,Other
127251,p:156950,Greg,Tarr,New York City,Glympse,39284,Other,Global Investment and Strategy,"Pepperdine University, The George L. Graziadio School of Busines",,2013-05-26 06:03:38,2013-05-26 06:03:38,Others,Glympse,Mobile,19500000.0,operating,Seattle,Seattle,3.0,2008-03-01,2008-03,2008-Q1,2008.0,2010-12-03,2014-06-13,0.0,19500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,United States,6,Successful,Technology,Other
28503,p:32385,Gerardo,Giacoman,"Monterrey, Mexico",GoCrossCampus,2572,Other,"Ethics, Politics, and Economics; Latin American Studies",Yale University,2009-01-01,2009-04-28 12:07:53,2009-04-30 19:36:53,Others,GoCrossCampus,MMO Games,375000.0,operating,New York City,New York,1.0,2007-01-01,2007-01,2007-Q1,2007.0,2007-09-01,2007-09-01,375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,7,Successful,Others,Other
6722,p:7972,Matthew O.,Brimer,"St. Louis, MO",GoCrossCampus,25132,Other,Sociology,Yale University,2009-01-01,2013-01-23 21:40:04,2013-01-24 08:25:07,Others,GoCrossCampus,MMO Games,375000.0,operating,New York City,New York,1.0,2007-01-01,2007-01,2007-Q1,2007.0,2007-09-01,2007-09-01,375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,7,Successful,Others,Other
207614,p:247390,Lisa,Dawley,Boise,GoGo Labs,91735,PHD,Education: Teaching & Learning,"University of California, Santa Barbara",1993-01-01,2013-10-20 19:09:26,2013-10-22 23:21:44,PHD,GoGo Labs,Education,255867.0,operating,Boise,Boise,1.0,2012-01-01,2012-01,2012-Q1,2012.0,2013-12-19,2013-12-19,255867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,2,Potentially Successful,Others,PhD
93666,p:109776,Dave,Kim,"Sydney, Australia",GoInstant,51281,Other,"Business Finance and Culture, Design Fundamentals",TAFE,2000-01-01,2013-07-14 04:20:44,2013-07-14 04:20:44,Others,GoInstant,Enterprise Software,1700000.0,acquired,Halifax,Halifax,1.0,2010-01-01,2010-01,2010-Q1,2010.0,2011-09-14,2011-09-14,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canada,4,Successful,Technology,Other
14833,p:17145,Steve,Chen,"montreal, quebec",GoPlanit,1635,Other,economics,"University of California, Berkeley",1993-01-01,2008-09-09 05:15:28,2008-09-10 16:57:58,Others,GoPlanit,Mobile,500000.0,operating,SF Bay Area,San Francisco,1.0,2007-08-01,2007-08,2007-Q3,2007.0,2008-01-01,2008-01-01,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,7,Successful,Technology,Other
14835,p:17147,Jimmy,Ku,"Taipei, Taiwan",GoPlanit,1637,BS,Business Administration,"University of California, Berkeley",2004-01-01,2008-09-10 08:02:32,2008-09-10 16:29:16,BS,GoPlanit,Mobile,500000.0,operating,SF Bay Area,San Francisco,1.0,2007-08-01,2007-08,2007-Q3,2007.0,2008-01-01,2008-01-01,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,7,Successful,Technology,Bachelors in STEM
103616,p:123410,Paul,Kompfner,California,GoPollGo,18074,BE,Computer Science,Princeton University,2008-01-01,2012-01-24 09:04:52,2012-01-24 18:24:56,Others,GoPollGo,Curated Web,425000.0,acquired,SF Bay Area,Palo Alto,1.0,2011-01-01,2011-01,2011-Q1,2011.0,2011-07-27,2011-07-27,425000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,3,Successful,Technology,Bachelors in STEM
55630,p:62170,Dane,McLeod,"Los Angeles, CA",GoSave,7670,Other,Business Administration,University of Southern California,2009-01-01,2010-06-29 22:32:10,2013-09-20 06:09:57,Others,GoSave,Mobile,1235000.0,operating,Los Angeles,Los Angeles,3.0,2010-01-01,2010-01,2010-Q1,2010.0,2009-12-31,2013-01-01,0.0,0.0,0.0,1235000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,4,Potentially Successful,Technology,Other
33481,p:37782,Thomas,Ellsworth,"Los Angeles, CA",GoTV Networks,16435,Other,Manaement and Entreprenuership,Pepperdine University,1995-01-01,2011-10-03 22:44:45,2011-10-07 23:53:00,Others,GoTV Networks,Mobile,28000000.0,acquired,Los Angeles,Sherman Oaks,3.0,1997-01-01,1997-01,1997-Q1,1997.0,2005-03-01,2010-01-25,0.0,28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,United States,17,Successful,Technology,Other
